age,year,weight,fish_sel,prob_mature,nat_m,species,stock
13,2015,10.41,0.87,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2015,11.55,0.869,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2015,12.33,0.868,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2015,13.21,0.868,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2015,13.94,0.868,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2015,14.67,0.868,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2015,15.17,0.868,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2015,15.76,0.868,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2015,16.76,0.868,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2016,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2016,0.1,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2016,0.68,0.007,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2016,1.47,0.074,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2016,2.22,0.232,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2016,3.14,0.5,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2016,4.15,0.753,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2016,5.01,0.858,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2016,6.23,0.904,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2016,7.24,0.909,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2016,8.32,0.909,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2016,9.44,0.907,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2016,10.57,0.906,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2016,11.56,0.905,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2016,12.64,0.905,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2016,13.36,0.904,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2016,14.18,0.904,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2016,14.85,0.904,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2016,15.5,0.904,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2016,15.96,0.904,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2016,16.72,0.904,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2017,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2017,0.11,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2017,0.63,0.005,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2017,1.5,0.077,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2017,2.42,0.284,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2017,3.22,0.515,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2017,4.16,0.744,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2017,5.24,0.876,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2017,6.19,0.914,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2017,7.5,0.928,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2017,8.53,0.929,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2017,9.62,0.929,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2017,10.71,0.928,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2017,11.8,0.928,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2017,12.75,0.928,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2017,13.77,0.927,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2017,14.45,0.927,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2017,15.21,0.927,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2017,15.83,0.927,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2017,16.44,0.927,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2017,17.27,0.927,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2018,0.01,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2018,0.1,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2018,0.73,0.019,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2018,1.4,0.101,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2018,2.41,0.35,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2018,3.38,0.621,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2018,4.18,0.784,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2018,5.14,0.885,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2018,6.29,0.92,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2018,7.26,0.926,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2018,8.54,0.925,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2018,9.52,0.924,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2018,10.52,0.923,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2018,11.51,0.923,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2018,12.48,0.922,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2018,13.32,0.922,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2018,14.21,0.922,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2018,14.8,0.922,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2018,15.45,0.922,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2018,15.98,0.922,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2018,16.93,0.922,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2019,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2019,0.15,0.001,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2019,0.47,0.007,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2019,1.56,0.142,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2019,2.36,0.34,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2019,3.46,0.637,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2019,4.45,0.814,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2019,5.29,0.875,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2019,6.36,0.893,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2019,7.61,0.889,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2019,8.63,0.884,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2019,9.93,0.88,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2019,10.9,0.878,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2019,11.89,0.877,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2019,12.86,0.876,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2019,13.79,0.876,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2019,14.6,0.876,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2019,15.45,0.876,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2019,16,0.876,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2019,16.61,0.876,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2019,17.43,0.876,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2020,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2020,0.04,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2020,0.48,0.012,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2020,1.14,0.086,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2020,2.4,0.412,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2020,3.21,0.632,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2020,4.28,0.83,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2020,5.29,0.9,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2020,6.16,0.914,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2020,7.23,0.915,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2020,8.42,0.913,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2020,9.37,0.911,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2020,10.55,0.909,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2020,11.43,0.908,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2020,12.31,0.908,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2020,13.16,0.908,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2020,13.98,0.908,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2020,14.68,0.908,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2020,15.42,0.907,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2020,15.89,0.907,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2020,16.76,0.907,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
