age,year,weight,fish_sel,prob_mature,nat_m,species,stock
9,2001,6.19,0.892,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2001,7.26,0.89,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2001,8.37,0.884,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2001,9.35,0.881,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2001,10.37,0.879,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2001,11.21,0.878,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2001,11.99,0.877,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2001,12.75,0.877,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2001,13.47,0.877,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2001,14.14,0.877,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2001,14.63,0.877,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2001,15.22,0.877,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2001,16.38,0.877,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2002,0.01,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2002,0.08,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2002,0.58,0.018,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2002,1.32,0.117,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2002,2.29,0.358,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2002,3.09,0.577,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2002,4.1,0.787,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2002,5.14,0.865,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2002,6.21,0.867,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2002,7.31,0.853,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2002,8.43,0.841,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2002,9.56,0.834,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2002,10.53,0.831,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2002,11.53,0.829,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2002,12.35,0.829,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2002,13.09,0.828,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2002,13.83,0.828,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2002,14.52,0.828,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2002,15.15,0.828,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2002,15.6,0.828,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2002,16.56,0.828,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2003,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2003,0.08,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2003,0.52,0.013,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2003,1.33,0.116,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2003,2.22,0.335,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2003,3.26,0.62,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2003,4.07,0.781,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2003,5.13,0.883,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2003,6.28,0.906,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2003,7.43,0.905,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2003,8.55,0.9,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2003,9.65,0.897,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2003,10.74,0.895,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2003,11.68,0.895,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2003,12.64,0.894,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2003,13.41,0.894,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2003,14.12,0.894,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2003,14.81,0.894,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2003,15.46,0.894,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2003,16.05,0.894,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2003,17.16,0.894,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2004,0.01,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2004,0.07,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2004,0.63,0.021,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2004,1.31,0.111,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2004,2.28,0.352,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2004,3.22,0.613,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2004,4.23,0.814,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2004,5.03,0.882,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2004,6.13,0.908,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2004,7.27,0.907,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2004,8.36,0.903,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2004,9.38,0.9,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2004,10.37,0.899,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2004,11.33,0.898,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2004,12.15,0.897,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2004,12.98,0.897,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2004,13.65,0.897,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2004,14.25,0.897,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2004,14.83,0.897,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2004,15.37,0.897,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2004,16.25,0.897,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2005,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2005,0.11,0.001,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2005,0.51,0.013,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2005,1.42,0.133,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2005,2.23,0.333,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2005,3.3,0.62,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2005,4.28,0.808,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2005,5.37,0.899,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2005,6.26,0.918,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2005,7.46,0.922,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2005,8.66,0.92,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2005,9.77,0.918,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2005,10.8,0.916,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2005,11.79,0.916,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2005,12.74,0.915,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2005,13.55,0.915,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2005,14.36,0.915,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2005,15.01,0.915,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2005,15.59,0.915,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2005,16.15,0.915,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2005,17.23,0.915,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2006,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2006,0.06,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2006,0.53,0.008,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2006,1.31,0.085,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2006,2.39,0.343,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2006,3.25,0.581,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2006,4.3,0.803,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2006,5.29,0.899,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2006,6.42,0.934,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2006,7.31,0.94,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2006,8.46,0.941,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2006,9.58,0.941,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2006,10.6,0.94,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2006,11.54,0.94,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2006,12.42,0.94,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2006,13.27,0.94,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2006,13.98,0.94,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2006,14.69,0.94,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2006,15.25,0.94,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2006,15.75,0.94,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2006,16.91,0.94,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2007,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2007,0.05,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2007,0.5,0.006,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2007,1.32,0.078,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2007,2.27,0.285,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2007,3.45,0.611,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2007,4.33,0.788,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2007,5.43,0.897,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2007,6.5,0.928,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2007,7.69,0.935,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2007,8.6,0.935,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2007,9.75,0.935,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2007,10.85,0.934,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2007,11.84,0.934,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2007,12.74,0.933,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2007,13.58,0.933,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2007,14.38,0.933,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2007,15.05,0.933,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2007,15.71,0.933,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2007,16.23,0.933,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2007,17.59,0.933,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2008,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2008,0.04,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2008,0.49,0.006,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2008,1.25,0.069,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2008,2.22,0.281,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2008,3.21,0.562,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2008,4.35,0.803,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2008,5.2,0.875,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2008,6.32,0.895,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2008,7.39,0.893,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2008,8.54,0.887,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2008,9.39,0.885,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2008,10.44,0.883,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2008,11.44,0.882,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2008,12.32,0.881,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2008,13.11,0.881,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2008,13.85,0.881,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2008,14.54,0.88,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2008,15.11,0.88,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2008,15.67,0.88,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2008,16.65,0.88,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2009,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2009,0.03,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2009,0.52,0.003,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2009,1.27,0.049,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2009,2.22,0.227,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2009,3.29,0.524,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2009,4.29,0.752,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2009,5.48,0.857,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2009,6.44,0.866,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2009,7.68,0.858,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2009,8.81,0.85,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2009,9.99,0.845,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2009,10.86,0.843,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2009,11.92,0.841,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2009,12.91,0.84,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2009,13.79,0.84,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2009,14.57,0.84,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2009,15.28,0.84,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2009,15.96,0.84,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2009,16.51,0.84,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2009,17.35,0.84,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2010,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2010,0.03,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2010,0.59,0.004,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2010,1.3,0.045,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2010,2.2,0.207,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2010,3.18,0.488,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2010,4.2,0.74,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2010,5.18,0.847,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2010,6.44,0.868,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2010,7.41,0.862,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2010,8.61,0.855,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2010,9.66,0.85,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2010,10.74,0.847,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2010,11.52,0.846,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2010,12.47,0.846,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2010,13.35,0.845,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2010,14.12,0.845,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2010,14.79,0.845,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2010,15.41,0.845,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2010,15.99,0.845,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2010,16.76,0.845,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2011,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2011,0.05,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2011,0.49,0.003,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2011,1.35,0.061,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2011,2.17,0.228,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2011,3.09,0.496,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2011,4.06,0.74,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2011,5.11,0.868,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2011,6.17,0.903,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2011,7.47,0.907,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2011,8.41,0.905,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2011,9.54,0.903,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2011,10.52,0.902,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2011,11.51,0.901,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2011,12.22,0.901,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2011,13.08,0.901,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2011,13.87,0.901,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2011,14.55,0.901,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2011,15.15,0.901,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2011,15.7,0.901,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2011,16.59,0.901,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2012,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2012,0.04,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2012,0.57,0.008,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2012,1.22,0.065,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2012,2.21,0.292,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2012,3.04,0.543,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2012,3.92,0.76,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2012,4.85,0.873,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2012,5.9,0.906,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2012,6.92,0.908,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2012,8.11,0.904,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2012,8.94,0.902,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2012,9.91,0.901,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2012,10.74,0.9,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2012,11.57,0.9,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2012,12.15,0.899,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2012,12.86,0.899,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2012,13.49,0.899,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2012,14.04,0.899,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2012,14.52,0.899,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2012,15.15,0.899,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2013,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2013,0.06,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2013,0.5,0.008,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2013,1.29,0.089,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2013,2.08,0.266,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2013,3.17,0.58,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2013,4.04,0.767,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2013,4.98,0.857,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2013,6.05,0.873,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2013,7.24,0.864,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2013,8.38,0.855,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2013,9.66,0.849,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2013,10.53,0.847,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2013,11.55,0.845,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2013,12.41,0.845,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2013,13.27,0.844,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2013,13.87,0.844,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2013,14.59,0.844,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2013,15.24,0.844,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2013,15.79,0.844,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2013,16.65,0.844,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2014,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2014,0.04,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2014,0.53,0.004,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2014,1.25,0.056,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2014,2.21,0.255,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2014,3.05,0.498,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2014,4.12,0.757,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2014,5,0.84,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2014,6.01,0.855,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2014,7.17,0.845,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2014,8.4,0.834,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2014,9.53,0.828,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
13,2014,10.78,0.824,0.99960483,0.3244,Gadus macrocephalus,Bering Sea pacific cod
14,2014,11.62,0.823,0.99984941,0.3244,Gadus macrocephalus,Bering Sea pacific cod
15,2014,12.6,0.822,0.999942622,0.3244,Gadus macrocephalus,Bering Sea pacific cod
16,2014,13.42,0.822,0.999978139,0.3244,Gadus macrocephalus,Bering Sea pacific cod
17,2014,14.23,0.822,0.999991671,0.3244,Gadus macrocephalus,Bering Sea pacific cod
18,2014,14.79,0.822,0.999996827,0.3244,Gadus macrocephalus,Bering Sea pacific cod
19,2014,15.46,0.821,0.999998791,0.3244,Gadus macrocephalus,Bering Sea pacific cod
20,2014,16.07,0.821,0.999999539,0.3244,Gadus macrocephalus,Bering Sea pacific cod
21,2014,17.03,0.821,0.999999825,0.3244,Gadus macrocephalus,Bering Sea pacific cod
1,2015,0,0,0.023107937,0.3244,Gadus macrocephalus,Bering Sea pacific cod
2,2015,0.04,0,0.058458573,0.3244,Gadus macrocephalus,Bering Sea pacific cod
3,2015,0.64,0.006,0.140131283,0.3244,Gadus macrocephalus,Bering Sea pacific cod
4,2015,1.28,0.053,0.299600703,0.3244,Gadus macrocephalus,Bering Sea pacific cod
5,2015,2.13,0.222,0.528917693,0.3244,Gadus macrocephalus,Bering Sea pacific cod
6,2015,3.12,0.52,0.746645346,0.3244,Gadus macrocephalus,Bering Sea pacific cod
7,2015,3.94,0.725,0.885522544,0.3244,Gadus macrocephalus,Bering Sea pacific cod
8,2015,5.03,0.857,0.953059657,0.3244,Gadus macrocephalus,Bering Sea pacific cod
9,2015,5.98,0.88,0.981581329,0.3244,Gadus macrocephalus,Bering Sea pacific cod
10,2015,7.05,0.881,0.992901867,0.3244,Gadus macrocephalus,Bering Sea pacific cod
11,2015,8.19,0.876,0.997283796,0.3244,Gadus macrocephalus,Bering Sea pacific cod
12,2015,9.36,0.872,0.998963429,0.3244,Gadus macrocephalus,Bering Sea pacific cod
